,structural constituent of chromatin,protein heterodimerization activity,DNA binding,protein homodimerization activity,RNA binding,antigen binding,cadherin binding,identical protein binding,ATP binding,metal ion binding
Enrichment Value,2.2027645465583263,1.9531703179783875,1.659866209022135,1.3106864667974223,1.2078160975550332,1.1886616232371345,1.122163070888204,1.0947324180442701,0.6703054076772205,0.6056118160349038
