,AExpo,CExpo,DExpo,EExpo,FExpo,GExpo,HExpo,IExpo,KExpo,LExpo,MExpo,NExpo,PExpo,QExpo,RExpo,SExpo,TExpo,VExpo,WExpo,XExpo,YExpo
P01717,0.05534701925275514,0.013727925077225601,0.039917550328061914,0.09579175735809357,0.0023684314458049605,0.047185135922908295,0.0,0.02669265528961474,0.03743516658076434,0.1338966077635842,0.023536051947370608,0.0,0.10335058020345633,0.07133697040614945,0.04151988625922675,0.1412622931846726,0.07685541122828066,0.017159059238639893,0.026491405535888683,0.0,0.04612609297750222
P01718,0.05738145592342211,0.013214800130631017,0.038656809292029845,0.07388933713029062,0.004443260734086089,0.037876939226736975,0.0,0.04390774514653731,0.04398514694757811,0.13514917817734126,0.02289217547983705,0.03350186147224278,0.07737471139932328,0.05479889087916045,0.04868538992963849,0.12269440912660189,0.06287134907650983,0.05969722550734353,0.02595147069826578,0.0,0.04302784372242349
P01721,0.0615286557629595,0.0144713378599741,0.05059795685546933,0.036432389445199886,0.012908636442247701,0.04616736114091016,0.03189440418961014,0.015134601450004247,0.02884733312724129,0.09768141318758554,0.03540114607288008,0.05806532774229741,0.0633434943388324,0.046990602963246086,0.036500355580152,0.1722906055444888,0.09168310427552724,0.011230183535606213,0.047358186149216844,0.0,0.04147290433655162
P01743,0.055926411738981635,0.013517170900238549,0.02395164547136541,0.04380275970399518,0.028933066285985336,0.05886419331072895,0.022584784923999155,0.004208814797158662,0.06457129615894755,0.051179334746562735,0.028548457956680866,0.00483398991386982,0.04182576903210114,0.09265912612295232,0.08368671815492637,0.11706732928283975,0.09086192157019675,0.06027765133232081,0.055630710979718646,0.0,0.05706884761643045
P01762,0.04682954758907112,0.010695001972006115,0.03283801227947618,0.056602657549966476,0.05936024759139391,0.06609425328529554,0.0,0.04039699530324521,0.08353384309684124,0.06630554402548017,0.022900111590960556,0.04272492522519005,0.021302229041479142,0.061293083215975,0.07896682565601201,0.11660762254856408,0.02921517846352437,0.06868271437589976,0.03500389290250474,0.0,0.06064731428711418
P01763,0.04754251137175656,0.02459321675423262,0.023801848200849386,0.09653264277059628,0.04026370142675644,0.07146040057979076,0.0,0.032525574896582775,0.05005606221000422,0.09864579974144859,0.023026994080662378,0.035855157923436985,0.021308428908807138,0.0577278155074615,0.0807955974649505,0.10698992653442894,0.030573039193179108,0.07004561533372056,0.03489178290262533,0.0,0.053363884198709466
P01764,0.039037867117499465,0.010261998031703414,0.024183593679339636,0.07309846843220603,0.06062185632891107,0.08340389664158893,0.0,0.023306434383878118,0.09104940978560142,0.10107202379147183,0.023209945175946118,0.03218178613861079,0.021773399211721448,0.05887327257133831,0.05941938942155077,0.12479114178375944,0.033806993722294953,0.05441199911707107,0.03594459458265493,0.0,0.04955193008285199
P01766,0.053982536139279974,0.010641620418128698,0.01702414555109361,0.08748027179955557,0.040035384382782466,0.08740692551530754,0.0038820697538201232,0.022835333211258607,0.05441546589885137,0.10291283195111207,0.023608163686353767,0.03146682441716118,0.02746123453546703,0.059524709394486106,0.08523751451202606,0.08949638326445859,0.04459417081462554,0.07103829911689975,0.037276757628386774,0.0,0.0496793580089457
P01767,0.03471386064847197,0.010279450822645841,0.02437117649651469,0.07252184914948619,0.051381466441887055,0.07309853191679581,0.0,0.023819104413849528,0.07007352914671675,0.06626162040467813,0.02324758567341541,0.03772769909894319,0.02122620717559033,0.05772768337671084,0.07828414983865262,0.1149748461808347,0.04331147245037832,0.07667114781217095,0.06019575620632826,0.0,0.06011286274592943
P01772,0.03595822821777984,0.010776198881081467,0.03500844571651471,0.053135353819528774,0.05905921642210188,0.06837952142710466,0.004086099546324708,0.0057768017602573855,0.06168014590841391,0.08604277398655441,0.02267247580576862,0.042602539119635796,0.020425304624690582,0.07293088272442495,0.11703197345277638,0.10322841939655802,0.025197911081133912,0.07862209069886661,0.039212958194416864,0.0,0.05817265921606629
P01780,0.043236056354371784,0.01041807545581586,0.03700221738547156,0.10155766611544377,0.04010042894536384,0.07063295063002847,0.0,0.021494090433992842,0.07085910182222668,0.09797618638917313,0.022439077256966884,0.0346589024291267,0.020624893985725055,0.06828283729996124,0.07810752987166107,0.09463233436541497,0.021736501267515654,0.0747954357661113,0.04358787996575104,0.0,0.047857834259878274
P01782,0.04631187661240956,0.010282863286731262,0.06252373435737014,0.07096490454661301,0.041299751194936854,0.07156347772757324,0.003913949754415975,0.051894102856585314,0.08074981433050031,0.12094459065819514,0.02260252391580336,0.04385612081890928,0.020408907781886174,0.057454021774936595,0.07373982736417178,0.08661174619081641,0.020337409507925012,0.03353687058576254,0.0451731737861639,0.0,0.035830332948294706
P01814,0.013687365033635119,0.017769840500363697,0.07157953579215363,0.021351679944569355,0.011888490223406054,0.022041936226040792,0.0,0.04103330648788685,0.08223474063259617,0.14905074871201188,0.026554030556843335,0.021658124296939564,0.053962080897030945,0.03842446346666413,0.03779855178836882,0.10564452943414555,0.15724516580036071,0.05233588506637765,0.04438165265461245,0.0,0.031357872485993366
P01824,0.0361803121376902,0.012519111351042056,0.02135613302135013,0.03176100990374787,0.035742330028745974,0.03329161474573742,0.01566083080023647,0.014197963684717431,0.11288832642515739,0.12604178504457553,0.051295244634929286,0.011788716457371269,0.0525196482436126,0.04445388454177766,0.049923800781601864,0.14443693865197316,0.05621405092482665,0.0382936347566006,0.0501462770001943,0.0,0.06128838686411185
P01825,0.04297476180267913,0.0011055637511821858,0.008143239079688877,0.033900924623826746,0.0410562634224729,0.036990846059856065,0.017728633110409817,0.017486114757162597,0.08895826926910007,0.11874423174550813,0.021693470942006986,0.025949386429287593,0.0591647858249733,0.05089748637111267,0.05675132597268982,0.14457617990201385,0.06311801558599567,0.053692306139273185,0.05898534504842955,0.0,0.058082850162330835
P01834,0.04159438873800659,0.010912949741930291,0.06620495529515547,0.1150361190254506,0.024563098457011812,0.02918842132313484,0.018263564991984824,0.005241635302006521,0.1331893984989564,0.03646034940298052,0.0,0.06709237113112351,0.027392212764356827,0.07788004938566345,0.06607168270206736,0.12849366336612844,0.07590705909795617,0.05236139447553863,0.0024145551590613796,0.0,0.02173213114148641
P01857,0.03737202865697676,0.00935926534486795,0.0553520703824868,0.09023959806891099,0.03923201672659774,0.029418859970450704,0.029389677138347035,0.0291377109519029,0.13134525374921535,0.06577602915964872,0.009277556138615726,0.04761746140431724,0.0762621932891521,0.0594325343935616,0.030430421385265537,0.08554795410678943,0.08230918971855435,0.04560384186794988,0.016532020719715674,0.0,0.03036431682667377
P01859,0.03366131817430473,0.013243964122528722,0.04918247588482795,0.10202948257667242,0.045678082540593724,0.025970448246406735,0.025548279856607733,0.026610816399945166,0.11123173483798575,0.05568550145976329,0.014481662355072847,0.04881612762854426,0.0818245716811739,0.06432946631504964,0.045334057869612344,0.08297180757936895,0.08203276570154064,0.04989962572277589,0.01606533577199034,0.0,0.025402475275234968
P01860,0.028718611767222686,0.02320820245314783,0.056544994301138934,0.09602323372953626,0.034588551978297445,0.027788744071752032,0.02092859079671866,0.026792207224934098,0.10722981678473087,0.05485623300654455,0.012470921774108398,0.041091896507164515,0.11261497024392866,0.05636016843443919,0.06240126598588087,0.08217648827936938,0.08432037547505009,0.03531622204792409,0.013903936061617769,0.0,0.022664569076494494
P01861,0.03211920486385089,0.009221693126884952,0.04917929411083626,0.10488490018151575,0.04710146067014169,0.026865332133743074,0.02229470517751354,0.02670140011208114,0.11040337225411585,0.06308824968798014,0.010585843618909909,0.04599515172758662,0.07188693637009608,0.06603488589942672,0.045655126395958104,0.0948846710264069,0.07708087594218464,0.05023726499228365,0.016733468117671818,0.0,0.029046163590812253
P01871,0.03562602623664175,0.004063610594915268,0.06579377998465272,0.10248879338099225,0.04863171595666202,0.03551202970753605,0.013825611580395919,0.015860911704977294,0.09215928789383629,0.05785493411803482,0.011818070026845961,0.056229127996955765,0.07404194461228655,0.06740602240858676,0.07578641949075549,0.08464621512063664,0.09366950184254727,0.039083317126927,0.011446801683409575,0.0,0.014055878532403376
P01876,0.041071124490399874,0.0122161446508593,0.04321838598305524,0.09561948032262073,0.0258706952998925,0.03747649115845398,0.016942569580523533,0.005746184595234613,0.05839995657404899,0.08675893596372637,0.0037538439154332225,0.033079535409704604,0.12596875856658257,0.0745544656775287,0.07347733275998082,0.09447796206621335,0.10423931702502703,0.027155766518419833,0.017679896252536936,0.0,0.022293153189758417
P01877,0.043497742060138296,0.01572895329359918,0.04807424051824966,0.10087556043468668,0.026431395336302947,0.03826079428561736,0.016853977318644544,0.007502338721132378,0.06136907342863678,0.08458128793528978,0.008030997303893922,0.0394382640349542,0.10725967474137396,0.07987145717550836,0.07965685370604138,0.0817783881323728,0.09053974077120729,0.02878996257820175,0.018132353692051194,0.0,0.02332694453209726
P01880,0.05214433736596677,0.0029799643174888623,0.04685057561199549,0.10177034643707408,0.026643999121210675,0.026650716672295065,0.017938487861503306,0.018027798068435904,0.09761967377611284,0.06508362802918861,0.00730508648031024,0.03360933813150124,0.09219557911717764,0.07877907852486606,0.09688662659499914,0.07334544774652296,0.09005848194152212,0.03287251658960526,0.02146875264177529,0.0,0.01776956497044811
P02647,0.05007163563013571,0.0,0.06325440260549378,0.14935752410272748,0.030912641376550674,0.016158307992427828,0.026468775622028762,0.0,0.1150981085711305,0.12245092481800769,0.014793992659059027,0.021589781732762308,0.03582183269746046,0.09717591165140378,0.09103164594280011,0.0390375184415721,0.037819719476949704,0.03916754087141036,0.02174992614689995,0.0,0.028039809661179946
P02649,0.07775929082164783,0.005834362227519526,0.03581409091667645,0.17160361703415125,0.01126058663544687,0.023511578877396643,0.009985531990159835,0.0026399437103237114,0.05918338782592651,0.09621551228658597,0.02024560583245405,0.005210485410048772,0.028169920646579954,0.12298556112659341,0.159910531806659,0.03453039000641309,0.031742059130972416,0.05810563237176922,0.03145654107717803,0.0,0.013835370265497684
P02652,0.053306800745667696,0.018720020811194556,0.016943933674674783,0.12212909145770928,0.04440487682862944,0.01613414369484975,0.0,0.021176632972690616,0.1307521004772344,0.15782232765569096,0.024648387825626897,0.008657029935139855,0.03730216585852705,0.08751558957236139,0.03630242514241737,0.040762959184705495,0.06730309634625173,0.06622535008561467,0.0,0.0,0.04989306773101366
P02655,0.03583925080487399,0.0,0.03787784097782205,0.10334143799580123,0.04831467700192486,0.028649901744814528,0.0,0.009701310448865135,0.07458976775296067,0.15932110231094931,0.040706667564825494,0.008283859661260225,0.04951686347770347,0.10492336149513277,0.029917398574219118,0.0556907207577625,0.07997081557786934,0.06101601439933681,0.013121912302217459,0.0,0.059217097151661416
P02656,0.11195669689733705,0.0,0.0707827334046399,0.069581279219119,0.047679949023648714,0.009332033610445814,0.011156993406068176,0.0,0.07165604125122985,0.12530485502700067,0.03834454698900009,0.0,0.03069221290759021,0.07118338955582507,0.06802895792725132,0.08296562478579794,0.04074503808101577,0.0824676180442231,0.04146747703981616,0.0,0.026654552829991542
P02671,0.02766926780398924,0.0062266770858444,0.06409532984936629,0.10672352050120316,0.024496623251285387,0.062481936002649015,0.024213991802270903,0.022452943540574144,0.0748212726353614,0.039587483170804835,0.017125541670011964,0.059713658456354825,0.05593499905967615,0.0440464873337837,0.10295477851034837,0.11331609194576045,0.06936887411111652,0.03759311874459887,0.026913789054984826,0.0,0.02026361547001518
P02675,0.034372079147998294,0.012689935909303824,0.05676060751700578,0.09141053944004429,0.02750245753041937,0.03507350448237242,0.020937478717562165,0.013985193332785528,0.13466608590950988,0.07352517239609144,0.027557022208073823,0.06434966249805359,0.05177719366681988,0.07037146245132168,0.09587294426427923,0.0562419536660384,0.03833191314888959,0.041425410327349116,0.022781049119036674,0.0,0.030368334267045084
P02679,0.041062679820381316,0.011874414649460568,0.083401751964407,0.08847176786379746,0.030335141236885965,0.0273257927583788,0.029592466177231894,0.0343290261707768,0.12523649647626262,0.07432664433489054,0.01892117149571661,0.060393396866474075,0.03771787025278553,0.07946639124137457,0.04597118939398034,0.05894541912230536,0.06231052241696787,0.018927325883326896,0.01929132342080958,0.0,0.052099208453787155
P02741,0.03196642901093568,0.009051233632225264,0.0562949697352116,0.10618605884132384,0.05816633987439724,0.03781903090297202,0.014504560782845278,0.015315679491253141,0.13362954750389994,0.09889683603842148,0.019219560470890778,0.02467820217350134,0.06312396765787484,0.044353128026223675,0.05904523544074737,0.0773259355331492,0.06059020074853002,0.04635096875916773,0.017050815783836958,0.0,0.026431299592591925
P02743,0.032397476866266116,0.00022895021272768118,0.043083465184494,0.08843420328286143,0.028124146006162497,0.030430781988726882,0.019676412243626956,0.038011264679039695,0.10306191569835563,0.10092814365339453,0.014065471160021192,0.04373938437994429,0.06314935669428756,0.06295347930122105,0.08138546861644905,0.06444917876229962,0.046330156626190125,0.06137879039853408,0.03229869072102699,0.0,0.04587326352437044
P02745,0.03253450363155622,0.011032840820393224,0.04095977343427722,0.07812594788243843,0.014913124830688915,0.06688060093189258,0.008224422456418592,0.04789896723188353,0.09369735740445007,0.07265761913167863,0.026724794991584616,0.032723124627076994,0.10130045769645184,0.0820586085696082,0.12029114825042096,0.048162426485138375,0.03390453794132271,0.048208926830263496,0.01845605604296501,0.0,0.021244760809489893
P02746,0.03457786514393057,0.004161399995731974,0.053067590553709874,0.06503176680185062,0.018832138814038498,0.062121025325711156,0.013715252190473223,0.07034494338211951,0.1150421745978906,0.09326857051038193,0.060306203824456124,0.04583242334537496,0.12781356926339701,0.04834627961778049,0.05924207673065521,0.028449630874397478,0.04234457420748392,0.023439770789673898,0.012418244600330133,0.0,0.02164449943061281
P02747,0.017125534572797464,0.00548516965145329,0.04690887399323531,0.0473216606658447,0.015137817517295076,0.07579752733922608,0.02830222834082819,0.03236023659052889,0.09733955811125178,0.14039381952877514,0.04059956457723401,0.0365914323497924,0.15574749603336516,0.0592694455867013,0.04889860517709098,0.033181504924517456,0.037456627736577,0.039940463249147316,0.002247003274384665,0.0,0.039895430779954145
P02748,0.03316098984292306,0.022004426737124813,0.07617848680642486,0.14212227163867935,0.03761446917581664,0.027773831321353602,0.018679108668434787,0.03879881709751573,0.11952125953013537,0.04686637310710706,0.014957468169506358,0.059522382314781984,0.031603359948933686,0.03873385928238176,0.10461946051598807,0.06227359052692981,0.061727002613655706,0.03274135131042319,0.006672491088219287,0.0,0.02442900030366502
P02749,0.033276910977130945,0.02273299676963669,0.05098858693840067,0.0891118420570772,0.05772073895219851,0.03163118041042941,0.02433284695882498,0.0449016992095339,0.15449388605146983,0.05929906879026196,0.016933703256289838,0.049763621600837415,0.07680898734451619,0.016461152752463296,0.04895951777242956,0.055542041971509706,0.07805444515588679,0.04407462027698526,0.010104417401368089,0.0,0.03480773535274982
P02750,0.05793033014056212,0.005399515853340724,0.0688259232733126,0.06684527089695545,0.021078443592831547,0.04411489938435247,0.03261733090063681,0.012011415909697835,0.08314189394985855,0.07225310544203893,0.01896071270781805,0.03297616677983734,0.0723765116995184,0.113298787028413,0.11942863753762445,0.07638411725409747,0.038742008397901435,0.028344405978832754,0.0245287830749715,0.0,0.010741740197398198
P02753,0.044089482512076825,0.01686728015564613,0.09781299434272206,0.0987322679013686,0.021263758743001765,0.032352845954689284,0.008476145642644744,0.009577159214744372,0.0735074544033191,0.1264226860811968,0.015981812952638563,0.06314599097052191,0.026546351955383015,0.044095104014409955,0.12994417957311746,0.04172998938586342,0.03867816968581194,0.03583875751128925,0.048241685777449916,0.0,0.02669588322210511
P02760,0.03704473945917135,0.019303231174060215,0.049699596006129367,0.12754994315964635,0.015462453706151178,0.05580621723657575,0.016294010729301672,0.017536611866922652,0.08519895105982557,0.08795148586097189,0.028269088004699582,0.043527316672800485,0.05922875869777538,0.06241099758832902,0.0950003899976872,0.04634424216741507,0.05709786024541206,0.056818496804651814,0.013594714279517143,0.0,0.025860895282955768
P02763,0.02445980579892496,0.011673056037463781,0.0592444548970592,0.15058786009977554,0.013977152293416359,0.020333833166589894,0.009843353240902944,0.01819983555324997,0.12756566698997826,0.10651156129430375,0.013531822473267967,0.05230111881827797,0.04232681372537013,0.07750645511342961,0.0654382367794924,0.037145460062494653,0.05999812462339104,0.03856799989160616,0.024608548522717832,0.0,0.04617884061828765
P02765,0.06498075015617469,0.01389613199919126,0.054891460016987,0.07674725725887774,0.013572206389810527,0.04075205065654136,0.04706075310857358,0.008902791454509793,0.06916655066763083,0.09831777524237754,0.014276887009266298,0.027772886820900764,0.1318059450507795,0.07263821417907705,0.05913768192526182,0.058492754792381016,0.035496962818287646,0.07995890157186447,0.013688501947247418,0.0,0.0184435369342596
P02766,0.06053499203573788,0.014233464912598763,0.040329395070242254,0.14768667852369846,0.03685514340115562,0.04745811804962907,0.04119184643873194,0.022071275190445633,0.08512839980918008,0.10774812440273021,0.02323080527643927,0.02721030554015081,0.05633414139344213,0.0,0.061298789175140575,0.0806475852248618,0.06111226254194417,0.05093346425144565,0.009145854664211344,0.0,0.026849354098214716
P02768,0.06565211892588549,0.013342127593122689,0.09612801963130536,0.1776828655774593,0.033873468991194415,0.008613790823159875,0.028819080547365473,0.007631685090292095,0.17184457552497012,0.05305844645028445,0.010367497636142912,0.03376637929414769,0.035567928788431555,0.04618410722600904,0.06867711383493791,0.036199247535084536,0.048884548918608876,0.035171307569247266,0.004951318806570189,0.0,0.023584371235780142
P02771,0.039373670672568306,0.012182376920004406,0.05349608777320609,0.1797397089458636,0.03402345529424039,0.021736317202886372,0.02819584462004522,0.025796924815478146,0.12902720436238144,0.05629475638536944,0.010966132999678408,0.04351137025809485,0.03106661088448542,0.10522295226948404,0.06286050812948138,0.05296813693721767,0.05548552608127504,0.03102569206405241,0.005165375623049021,0.0,0.021861347761138412
P02774,0.05599099480419554,0.01603145739064953,0.07918942441088557,0.15930764781973888,0.02381542406550604,0.016339331597351212,0.022073033378556133,0.006993211486395629,0.16234021683377423,0.07268307721852191,0.010808897575744098,0.04830750657629288,0.05241399746188158,0.040045790692041165,0.04772911409807815,0.06420948034827445,0.06362175957568456,0.0342563535949929,0.001597490909420242,0.0,0.022245790162015094
P02786,0.034847653352470497,0.007896559605566277,0.07542073104479148,0.12021878828576063,0.04458598234084111,0.034457772336136394,0.01615774831988128,0.022453552566036938,0.135641590572873,0.048303945428766676,0.018929688376968595,0.07195515479526816,0.03713236401812778,0.045562560884112605,0.08487357212814221,0.061846202185333043,0.05351825834418554,0.03817715872327809,0.010613074045646008,0.0,0.03740764264581337
P02787,0.03672926407084064,0.02548126598728349,0.10245918657528019,0.11611013298078349,0.014571536022607115,0.03799835693306983,0.031830750304896745,0.003348591624677728,0.1669061610683701,0.06721766599722229,0.01628228590260138,0.06855793273112154,0.051473684624621326,0.034287248170950066,0.07822531876553183,0.048670919444476574,0.03638180644884698,0.034131707003471144,0.005083691007463068,0.0,0.02425249433588442
P02790,0.04406297093612656,0.013571368592347234,0.06545461375217974,0.0967582311213343,0.00798499502467034,0.0585781499094018,0.06727664985302854,0.009995946393007153,0.08797940370834402,0.06438723756942367,0.013712479643164778,0.049714881541521316,0.09217413371953004,0.03550951684335337,0.0917019258486249,0.057073954741427485,0.056051906623973094,0.03047414582516457,0.03685336657499712,0.0,0.020684121778380325
P02814,0.0457422713384667,0.012635436359030298,0.0,0.015255748275459637,0.06751826821864151,0.06795646493719373,0.0,0.04645804294935794,0.016926066677313056,0.07582879951618235,0.018328757883453017,0.0,0.37595318981684667,0.047196302842338125,0.06195115211128021,0.019173609502330893,0.02306177944243892,0.012057593407250407,0.04025001645812529,0.0,0.053706500264291496
P03952,0.028858522561081727,0.015607164441739955,0.04879904300019899,0.09729219690725123,0.03901163171383124,0.033611790113745856,0.027797003345241916,0.03909158641734989,0.12927034461060816,0.04502919029006232,0.02239276997650212,0.06358139464960673,0.042461841248025926,0.07949911831298671,0.0673152490188773,0.06458722067354203,0.07924609986901028,0.030811615398244178,0.011110088923504494,0.0,0.034626128528589255
P04003,0.026715866557021697,0.014821561925648397,0.053177881128325784,0.10171817081856499,0.029431878074281523,0.03335276862952223,0.03861693091567646,0.03392445176266433,0.10661012530790626,0.05768000923091236,0.01649131044256014,0.04395046290581555,0.07697525429722686,0.0513316078136286,0.09564090769049263,0.06945339446079687,0.06427171588125034,0.03622312308980773,0.017032432425563133,0.0,0.0325801466423339
P04004,0.04596707673966745,0.00901507673094313,0.08244289461479681,0.11129044586249129,0.0182064710163871,0.04198938979481611,0.02678155391373363,0.013709984963590202,0.07106964076238739,0.07205092504441649,0.01647528794607041,0.03816935182749637,0.07755301742071298,0.07760757910351089,0.12399325942383652,0.05676895887158317,0.03510999842207857,0.02799477954651511,0.01763059626608948,0.0,0.03617371172887727
P04040,0.05817221760229475,0.0010136766372815197,0.0889811942342867,0.09950194010334515,0.03309737889340013,0.026786854621863497,0.05270354346338637,0.022643293370967613,0.12135243639466044,0.03901716942428933,0.01676826823445314,0.07105557515684115,0.060711218008412386,0.07306750057223689,0.08888943161894775,0.0384437854446656,0.03273974439165946,0.03819046099187552,0.008355816964048407,0.0,0.028508493871084114
P04075,0.05849133777139968,0.005376354268499749,0.06465969729833239,0.12070380505225471,0.013110077285152958,0.04907393082407411,0.04354952315969764,0.016627340881583765,0.15646744686514638,0.04694162640834692,0.018285541348480337,0.0398616892953642,0.05800247161037236,0.07815698476131466,0.06946727575658483,0.05180612895313818,0.04256681750412575,0.017910773495673413,0.0053060987208713465,0.0,0.043635078739586323
P04080,0.056834511180749815,0.004290561526166273,0.0494347658100291,0.11076916250254684,0.06365591329569327,0.013726776016988731,0.07413574587158954,0.0019943281202109016,0.14810304349343875,0.0275737280397785,0.0326791865778165,0.07618595746076781,0.05413834374649684,0.09078234903400674,0.019463828787726182,0.04689869824630312,0.05242774132349416,0.04768680805522589,0.0,0.0,0.029218550910970476
P04114,0.030140554914452333,0.0017449301865165843,0.07484723713998799,0.11274951132123047,0.034775084064290925,0.018990712534979092,0.03012224451031882,0.03362248457792494,0.15169798054952366,0.07539402935649045,0.013464164723559402,0.06524606456183271,0.03502412517078398,0.07783200236856391,0.06382531781499029,0.05883079692586491,0.05308222711228936,0.02822406723148112,0.007789506194961161,0.0,0.03259695873995903
P04180,0.043015863709631445,0.001800562427604734,0.062301600773395555,0.08954645242563469,0.0261239452453767,0.04768580238861892,0.03752869633875407,0.014480992793240928,0.04693279385330939,0.10279091621258275,0.01862881925636438,0.04642054189255567,0.13776701211192577,0.06129133815409332,0.08035010423280942,0.04452748476185768,0.03947625796037393,0.0308135118578449,0.03611253684066821,0.0,0.03240476676335835
P04196,0.022795728459333416,0.016163523659365905,0.06035683054645931,0.07688908972456387,0.03539309119291568,0.0329686618439564,0.17380941578081086,0.017845218915471143,0.06842674542348046,0.05452372482396634,0.010496346725475843,0.042728174923667296,0.12556558673174137,0.0433849221598671,0.09495348088030742,0.0555967348507456,0.028791986745242214,0.022443596363933237,0.0031839177503901316,0.0,0.013683222498306512
P04217,0.04785853329456352,0.0005246442516738017,0.04820214214399384,0.14110993895093554,0.030920302365902118,0.047512307882669906,0.04654621298675539,0.01195953590453237,0.04056321354099974,0.08050244403265873,0.015110364801110327,0.029178015941832475,0.08462732858866155,0.0456320796711361,0.11071657558943224,0.05812479353869625,0.060721018046251844,0.057099261291731,0.037806022953201866,0.0,0.00528526422326138
P04350,0.04080385350552227,0.003763599338224015,0.08698511012940298,0.16936639808720103,0.030792647468124566,0.04068924716976635,0.026035643702320446,0.01069481041991078,0.07764270901409785,0.032464078544963935,0.02290293221038504,0.04354068312674935,0.04420354506200497,0.0754581814891717,0.1117231111148555,0.0482065001573165,0.0590097138073071,0.03203032383491862,0.013262326489804736,0.0,0.03042458532795225
P04430,0.03867445446335519,0.02355113244805104,0.04799258899855094,0.01575850410866233,0.033936326341277766,0.05359727774893723,0.0,0.020742582574111518,0.04986317083895807,0.13421343596069016,0.04464718056929357,0.016595608010624357,0.07004314250342496,0.0989624001661009,0.07654416048881069,0.1455048136537331,0.04567360831402545,0.026826013633528868,0.0012427374674286499,0.0,0.05563086171043465
P04432,0.037520330525124504,0.00968712045042773,0.04806618638689666,0.015638467604803592,0.012106611573186684,0.04683322797332974,0.0,0.020700673520094207,0.03902664227665322,0.13873779071411424,0.04523961707185184,0.0036403066989423565,0.06959189458995693,0.09841978966892605,0.1062625993538284,0.1579919978576638,0.0581528652236632,0.02490621556585231,0.02259443650813134,0.0,0.044883226436553104
P04433,0.06402951491474344,0.0008088970952489453,0.02790469471619628,0.07521262140557651,0.031470562098508306,0.04024032385157152,0.0,0.015673200858638152,0.01124760445085139,0.13667335292576882,0.021671506937294114,0.0256515094375267,0.09328166847765541,0.0748091402964898,0.09367762566922677,0.11137626123937003,0.07984788254189541,0.0245564950654073,0.04289795197872206,0.0,0.028969186039309158
P04792,0.07023180239265117,0.003151447806560625,0.056521917200550095,0.12017365844045036,0.02223511059959424,0.03025747516454051,0.031182511559391887,0.020334770709717214,0.06302352309695877,0.053740315426079655,0.01553518533951104,0.011852053265510799,0.09609911706650172,0.05575684531222897,0.12270127711381948,0.07638497058658358,0.06827129263119727,0.027309911266681607,0.028197327410576713,0.0,0.027039487610894093
P04908,0.0680262818235233,0.0,0.012636587405791213,0.06673695701749205,0.006199054732490204,0.060033518534154846,0.03475278360773144,0.03407312257528068,0.17349294754131714,0.09451300625068668,0.015313341249359189,0.042982408420348506,0.029443895695879196,0.05255039410178396,0.16630813694122273,0.033475813327997164,0.03597217252752873,0.04641955312360319,0.0,0.0,0.027070025123810373
P05062,0.0717864490241954,0.009817174755594394,0.055083744852555745,0.11764626100294694,0.01324405122098648,0.0432457176483855,0.04264786150768941,0.0147159302808313,0.13785840396515367,0.043971365453223867,0.023634854766945518,0.053465858793089384,0.03084406486634573,0.1095626219606414,0.06542229764987133,0.05131215305268513,0.05624619560117037,0.017724536031517416,0.004858672596470759,0.0,0.036911784969699886
P05089,0.019537244901532108,0.0033703768972343623,0.07603612101218536,0.1054646444706288,0.01911993869029768,0.04976348174406634,0.015022773768958282,0.024070222782151113,0.19640808818354774,0.051664492641554066,0.01366623304089681,0.03946870389693536,0.08720774037164147,0.022855836931490334,0.0967864301434277,0.047293262118211415,0.05670025586287116,0.030132329732319253,0.005509620786042982,0.0,0.039922202024007626
P05090,0.04534750901255191,0.009604815968766289,0.04557909612424324,0.10293196841740268,0.04329501057871932,0.027867121327663454,0.015701516004752388,0.024228576563558923,0.0920152361912827,0.12819356988581387,0.0401853904606421,0.11690865858521456,0.06261009741457393,0.04896093510788077,0.030165703958137252,0.04259451187000884,0.04921613682827265,0.04381629922360772,0.017761412912618475,0.0,0.013016433564288889
P05109,0.023099498222362055,0.0027701993506598715,0.051639789892340346,0.14031545436317971,0.03206287191384442,0.01948975255202271,0.08155756395256034,0.0700624668635699,0.20502873070844402,0.0808762681580261,0.03269388179444488,0.043697987438055134,0.009924363511983083,0.036539814887834345,0.0305634468944357,0.033097143920132646,0.03852650483752595,0.031599321079547285,0.00571769165792638,0.0,0.030737248001105298
P05154,0.02670413469701776,0.005789332269369059,0.06035964480529492,0.08117550582559242,0.026400788189296528,0.027267221938598492,0.04127295533379572,0.006639985103222602,0.12552335285233254,0.09541735895948,0.0251408963044591,0.06970731532433111,0.035546643850863716,0.09541854373439868,0.10517830431890511,0.08512952758672598,0.03407577223313078,0.038581063397792194,0.002014188020156017,0.0,0.012657465255237397
P05155,0.04133244657907308,0.004307004783855441,0.06599147102515016,0.07937138568876148,0.020535781211333988,0.01375875710667031,0.016545296631901452,0.022591634960858146,0.10686027056191216,0.0842409838340347,0.021589579349814862,0.05360913823529559,0.0720022969709428,0.07377889736022651,0.05247923641631741,0.09130002387195013,0.13505991417805824,0.0328417205179785,0.0021621921620898414,0.0,0.009641968553774517
