,AExpo,CExpo,DExpo,EExpo,FExpo,GExpo,HExpo,IExpo,KExpo,LExpo,MExpo,NExpo,PExpo,QExpo,RExpo,SExpo,TExpo,VExpo,WExpo,XExpo,YExpo
A0A0B4J1Y9,0.03527854763657117,0.010499331348106357,0.03279462953254085,0.08318725556281772,0.05704139788387627,0.06432538375256501,0.005136108777750463,0.0201474137008766,0.07646406483638414,0.07931557173218617,0.02238468114272179,0.03508700078437748,0.020013680182655105,0.07256916550235253,0.07661753190638593,0.09769704052707989,0.04664099573118279,0.08166635716241404,0.0339594910919281,0.0,0.04917435120522738
A0A0B4J2D9,0.052195938922743254,0.012012869118217652,0.03920199312494487,0.029218505829393344,0.02218346225049789,0.05427985103895249,0.0,0.022273494388772325,0.038918121186704596,0.14352155584382473,0.039091246295537556,0.009254039006472875,0.08417157026969829,0.08670649478178312,0.08796130286670385,0.14822300574022182,0.044946238293493444,0.025067415683164215,0.024206846644032918,0.0,0.036566048714840746
A0A0B4J2H0,0.06483427509699752,0.0013248173110029283,0.024667144809977438,0.059381823058101545,0.06761379266693957,0.059107333463087705,0.0,0.019334020609230486,0.06472885047847056,0.03339222984625632,0.02490292356814877,0.010952822934939085,0.02586883193317722,0.10970692047525187,0.07277371759784772,0.10635930544610549,0.08235458652340862,0.07914173235117548,0.05891226958000814,0.0,0.03464260224987378
A0A0C4DH24,0.028658421627030566,0.0007647510908229785,0.03839369806311163,0.057300376533875,0.039784214412586394,0.03776335068396817,0.012104777863239076,0.03791286257892776,0.0717101982541998,0.12161803329050393,0.022613381900818776,0.010344917861212386,0.08545914987750632,0.08931957714001558,0.04619244088888918,0.17377306098878967,0.05376002771853795,0.029720927986192008,0.024296847903644822,0.0,0.01850898333612793
A0A0C4DH25,0.04289842830911373,0.0010409813221656907,0.04411900852269964,0.07494575895653019,0.031068121972080545,0.04921153806245295,0.0,0.014592616300999152,0.011178700156989352,0.14841944762078418,0.0218340082452274,0.0,0.09506504183984137,0.06355615931306258,0.08513255803366014,0.13837816045333082,0.09287130043274035,0.019934499990235235,0.023651954197548668,0.0,0.042101716270538346
A0A0C4DH29,0.07506089942243005,0.0012453313787714139,0.023658798630770802,0.04327398677036678,0.028347360055914896,0.052304855047995605,0.022127310183149472,0.023925400897509625,0.07642163094316776,0.04983912478443836,0.024489920563282988,0.02961238188369995,0.020275914514189905,0.08828786934734348,0.10484975472799657,0.08941423865469164,0.09041482610578419,0.04699388102478372,0.062328254590464684,0.0,0.04712826047324806
A0A0C4DH30,0.027516678274775715,0.009621296741010935,0.027922637930048445,0.06823168021626794,0.0544085432869256,0.07060215707380398,0.011174612891763847,0.028861912791329405,0.058611350269273006,0.07786339642391142,0.028514278891855174,0.05723345371684423,0.02097590205980823,0.05204158089769234,0.15851825330095345,0.09525112961263608,0.01749210844347779,0.06194677779646681,0.04438826571184471,0.0,0.028823983669311125
A0A0C4DH31,0.06957294993399554,0.0013166566528330067,0.03847419167118715,0.027899998098467046,0.028231627256819915,0.05289179965597609,0.018585790727906316,0.02114027638194298,0.06476661180296567,0.0532592120205142,0.029530144770770695,0.0358542565506254,0.02089323947762484,0.08861301921650191,0.06426954106286749,0.09698192475722217,0.11023043333027735,0.04858873139435965,0.06448053534796769,0.0,0.0644190598891746
A0A0C4DH32,0.04781440142240808,0.009939802849825048,0.04779306539426286,0.07374165184809085,0.05916344356447637,0.08315729697382628,0.007022524105498093,0.022856039549617072,0.06946222214113533,0.07850371571006108,0.0233756637289044,0.050521658743626296,0.021815375272477403,0.04507214245290562,0.09756469744705266,0.08017432661495795,0.03153302243961309,0.07372654780295917,0.04738055794466985,0.0,0.029381843993632275
A0A0C4DH33,0.06335501608987,0.01457993383236666,0.04910992415173302,0.09840615616491702,0.024630620737253018,0.05194478038138357,0.022784224058752266,0.026941527314959968,0.07944226868942586,0.0627777415678141,0.02880735852023706,0.0,0.027017358287864408,0.07699002590256168,0.0503694287847984,0.06703511356120129,0.12812313412852613,0.04963647878042169,0.03466523524697985,0.0,0.04338367379893362
A0A0C4DH34,0.03687841148760611,0.0011132472424028456,0.01755146961171597,0.021619489097582833,0.04013064886679915,0.03166594366917715,0.017504526820877775,0.011996806831579426,0.0880596177974102,0.11782405003319742,0.026042388898221046,0.019351990155761552,0.059357600549742935,0.050883887702396595,0.05791332769948595,0.1473955884396448,0.0543339973885059,0.06494273609241319,0.06560265342354253,0.0,0.06983161819193694
A0A0C4DH35,0.041029064289108054,0.010103037910065728,0.029992349516506207,0.0714550657395448,0.057120143114459676,0.07274775747698176,0.01587752239427358,0.029799277866544016,0.05334921921875773,0.08187011835510795,0.02245434456696132,0.059225461607909244,0.020824147167188865,0.056824032581036826,0.10905618706355373,0.10565491354393348,0.02601852931240135,0.060685382950432756,0.0469233092353855,0.0,0.02899013608984723
A0A0C4DH38,0.06590676166526094,0.014005703233887994,0.033085017376368035,0.04857680190687802,0.009196025719993698,0.06557259854527162,0.0,0.039826382617806626,0.09744373726780042,0.10966042270493813,0.03987187103856912,0.0,0.04000754263455719,0.07531638693888575,0.04431338655184201,0.12913127628141213,0.0511896466171867,0.05754777531277825,0.0213143222873635,0.0,0.058034341299199946
A0A0C4DH41,0.0419167703018196,0.0010859412339440586,0.007933764106084677,0.03346740974259068,0.040228893930580684,0.040886790659700176,0.017587793262778352,0.009949360966938527,0.08819113201361467,0.11788626103547262,0.021557446973513538,0.02556156328074066,0.05865461107748761,0.05028652625347098,0.056527877497780536,0.15164101510852074,0.0626667738516942,0.058860371360492096,0.05877878042100225,0.0,0.05633091692177321
A0A0C4DH42,0.03481368470586616,0.02164069850679273,0.024440013515821733,0.07290186164471212,0.051546603245559444,0.07433511476871002,0.0,0.024229109637148225,0.0702775046559084,0.08403214053463837,0.023345104702937373,0.03752904608023368,0.02109669203480296,0.05801914377464201,0.0801359823845012,0.1137000359634514,0.03410911185592791,0.07754834003918697,0.035822855821625636,0.0,0.06047695612753389
A0A0C4DH43,0.013795229997182022,0.014738373887747494,0.07085354166776112,0.02144649247465101,0.02209232717096166,0.021922567450408825,0.0,0.04066973770615159,0.09472446841848721,0.1442919818575896,0.025741453869594116,0.021642845570667025,0.05401648664392119,0.03778680717142536,0.040895014101994684,0.10685969231311117,0.1562279180383828,0.05136437071345984,0.04330394823610806,0.0,0.017626742710394983
A0A0C4DH55,0.0386888708330024,0.0008615793692324557,0.030396954193531937,0.05893294079650457,0.0642223387296474,0.03988633311630486,0.016195719785724937,0.013692896810198607,0.028947936246132507,0.10138106471092073,0.02684394304198504,0.013984574021730171,0.10151432750320157,0.08039633836430453,0.07320727740903266,0.12407919024110488,0.08551302156476837,0.018376666283670656,0.04289297391922248,0.0,0.039985053059779375
A0A0C4DH67,0.0512573138160667,0.02306717064113288,0.018199755871378242,0.015859437209247006,0.015532076305471267,0.0553938737388965,0.0,0.02110758445629779,0.0398372016948969,0.14363167075999175,0.027306865628875677,0.0,0.07751040299321703,0.08715553341088916,0.10712711018734226,0.1351033830927875,0.06311147296902457,0.018117849181286474,0.025094931495347243,0.0,0.07558636654785132
A0A0C4DH68,0.029943579237778933,0.000950004593321621,0.04972117557436507,0.026670085035664315,0.02863303943969801,0.06045176252501836,0.012140035893548768,0.01533801850568011,0.017204216874909733,0.15049301467293746,0.049360335219109736,0.020358520345443776,0.09465224452053482,0.09327734467741082,0.10766131376787265,0.10898376876978687,0.0485297436591266,0.03895390060146598,0.023588583024747957,0.0,0.02308931306157892
A0A0C4DH69,0.03949766806179304,0.010889890082769579,0.04101267413866255,0.025453257625405564,0.021889654913897286,0.053933566590588504,0.0,0.020076937398483395,0.039794433144519685,0.15102534409765078,0.03882055688823873,0.010929747044233383,0.08306530693864914,0.09840785340017941,0.08724785986338261,0.1280138554795355,0.05408659388692592,0.024403552261773983,0.02444007426378218,0.0,0.04701117391952903
A0A0C4DH72,0.04710888714550191,0.011566250584594916,0.048689205914376296,0.015653296857938384,0.01191971872190197,0.053984295885889655,0.0,0.019085114800618506,0.03906781932357852,0.14316032185912028,0.04515491850200315,0.021058541256635397,0.08232787444955107,0.09361426588662632,0.10321615525666321,0.12320931604625307,0.045263292270965316,0.025294404281942014,0.024691964813315755,0.0,0.04593435614252405
A0A0C4DH73,0.03512450880018918,0.010725761974211495,0.04876458818223749,0.015830110399749964,0.04465525984332284,0.054576791319237095,0.0,0.01969561482231874,0.03960175135590145,0.11929935340073379,0.044786455599618906,0.01049218881288118,0.08322062274989635,0.10185168846846705,0.08767312356398697,0.1584364545377469,0.04515864362838956,0.02780739665530046,0.03296793645389969,0.0,0.01933174943191128
A0A0G2JMI3,0.06758141801568733,0.01466149387274978,0.058103386555005625,0.1107752748908353,0.009340820710120991,0.05126086649938047,0.022384087636235075,0.03160070320493759,0.08044546884352362,0.07153719280385429,0.024729335615720317,0.0,0.026484614502527672,0.0455684229226034,0.0465826384957162,0.057144497346335595,0.14000726562886356,0.05067173669090901,0.03427913972731676,0.0,0.056841636037677015
A0A0J9YVY3,0.06893038682771328,0.007763319160405688,0.025024864168034244,0.036562514458814796,0.037415350360672825,0.056313457345814256,0.01879116833778595,0.020860554903130296,0.06369455380811849,0.06899324213234115,0.024697122783600128,0.03536370543616532,0.027208899338284583,0.08572528811764395,0.055903902348218015,0.08962965455450082,0.10422170960980877,0.05727988726066172,0.06448043362733132,0.0,0.051139985420954256
A0A0J9YX35,0.029348513673441348,0.00952920587337684,0.03800952509059782,0.07175601265374112,0.03957102675384208,0.060794121444523966,0.004296629078197193,0.022199070223390422,0.08931361563723406,0.09726162418378045,0.02274760707966836,0.03595526341981979,0.021678168191574376,0.057501934841086226,0.058494828013003104,0.12657043544055868,0.03406263509916446,0.07401892938272758,0.04768538853515591,0.0,0.05920546538511661
A0A0J9YXX1,0.06618551219600155,0.014065534771739798,0.02480441850512265,0.04844424937778591,0.010082020102080227,0.05761792386897504,0.0070369058920668245,0.037381407253373425,0.08194713216774659,0.109821673733838,0.039687862404251414,0.011500434665388557,0.039910696142796236,0.06861417118152231,0.05083612601853505,0.14014475170441318,0.052378185940750784,0.057567639885330806,0.021669458789969422,0.0,0.06030389539831181
A0A2R8Y4L2,0.021899599745383736,0.00048430915883881725,0.06849054707662167,0.06505323049281173,0.07942342131198227,0.1377706118009157,0.03429429565532101,0.009276573966731113,0.0820945705256158,0.007983088341503087,0.014758649901728217,0.08960506791982605,0.024059909386714,0.04383871948899582,0.14230147996602474,0.08879665020231799,0.020355668744332592,0.018362340061813184,0.0,0.0,0.05115126625252264
A0A2R8Y619,0.03461644996291444,0.01408131232537697,0.019251258825920044,0.06641158732782146,0.015403146743031202,0.0533714177182206,0.013782980218765364,0.02197360593265598,0.15192828339967113,0.04518805067731993,0.036486490039507866,0.023557507634681,0.027137410872310804,0.07830779777566767,0.14510412786878196,0.09371353287746159,0.054114623790252336,0.037095158855188624,0.0,0.0,0.06847525715445119
A0A8I5KQE6,0.07802281946550557,0.0004031608435869211,0.05645451707158661,0.14726624621753512,0.040753397837534004,0.02431740124746007,0.019855315696165724,0.025940745191147373,0.061033861410781695,0.0342137886495221,0.019417579726818672,0.02776317455054059,0.06353461786712396,0.0777940223721503,0.07903445495422304,0.044165576610460576,0.07632117503576162,0.03668731687718451,0.058830431879777566,0.0,0.028190396495133847
A0M8Q6,0.06927008808883243,0.006087854624811984,0.02980095911398977,0.11725174415125546,0.009757100693218132,0.042452341103956945,0.020623121352994083,0.0,0.1646691392196842,0.0228402010565126,0.0,0.049468912354450785,0.07424670179206164,0.05887406280011178,0.030847314173100833,0.13000743764859649,0.08805144398831895,0.05893599782663724,0.008544262997312202,0.0,0.018271317014154798
A2NJV5,0.027414087465646657,0.0010302284214255555,0.048810196492047105,0.03256175136688157,0.009795470114702526,0.058558515058796605,0.028777955697470346,0.0376836787291544,0.044659776526907065,0.15044933221491402,0.04988164488925584,0.0,0.09341671988976831,0.08509131834110052,0.06778099855648682,0.13991086396618316,0.038078690368113385,0.029564183404426164,0.024552696966536443,0.0,0.03198189153018319
A5A3E0,0.019593498256829645,0.010498260101987941,0.07282238021598224,0.148044711613698,0.015791302420839717,0.032083656983701817,0.03719817993508159,0.025919741412421697,0.13936754190335027,0.05985115235135573,0.03301316157116564,0.060626416226554826,0.03780911325058229,0.06967955751177732,0.08259195178691373,0.0680704756058884,0.033669710080516516,0.023268180865541898,0.0072272300783091875,0.0,0.022873777827501728
A6ND36,0.05069954178571237,0.0027900075799054463,0.07519473539087172,0.09752339159412417,0.016485636328373878,0.0447659068238558,0.03478504233636753,0.018105559339426095,0.07260488124440069,0.06087167806509246,0.01753826688207623,0.024553999915453966,0.11382318925051864,0.0759475507595049,0.12103237597211743,0.06727758114724204,0.027255122647693725,0.04347608800905699,0.01784732703957079,0.0,0.017422117888635007
A6NE02,0.09937814563359436,0.002093719940343382,0.05553679001425564,0.07841277746551374,0.021222831851685442,0.053310108368492065,0.04557473930422665,0.010200553788103146,0.028194446594929604,0.06982979484594916,0.014319889377066535,0.0324198656031697,0.055302659011953886,0.09026024673010466,0.15068479070883758,0.05402967807154065,0.043069093542306,0.0415584577859181,0.028133887130263126,0.0,0.026467524231746788
A6NHL2,0.0541826094579297,0.007320860823347635,0.06774109335531987,0.15525640923937872,0.025641026139730495,0.031546083943646525,0.04541236089661325,0.016215486225431015,0.0807889653483664,0.054014824378138475,0.014538359670503214,0.03326241800719805,0.04350500664602648,0.06291498569659815,0.13929862839524199,0.05206081329674507,0.04639231118354197,0.03518686072160256,0.008042221056806942,0.0,0.026678675517833657
A6NMY6,0.01927057029016664,0.004998670617833973,0.11509586550859605,0.10218428102736843,0.010805765205961163,0.038506726613517346,0.016777707315405836,0.013377011222366326,0.19879725252873295,0.044021155320949835,0.015904938048528196,0.03440359577611153,0.023798617679376768,0.06778839643958916,0.09403631383327378,0.06662093533412365,0.04130360989775151,0.029422437107108804,0.00013612399308951208,0.0,0.06275002624014815
A8K2U0,0.02811314797152307,0.00849519113833332,0.06630298471772063,0.10471847890808336,0.02412367377076306,0.03611229704908991,0.02262784992045073,0.018791921305070687,0.11912395194665443,0.057857750792464795,0.020951073308971127,0.06483691092071789,0.06707486044894215,0.09009648515049754,0.0532712441756837,0.07419191673156274,0.06498497373589816,0.033444258360037296,0.011579092220661436,0.0,0.03330193742687539
A8MTL9,0.028398225667548526,0.011558438002435754,0.10335857127678404,0.06684080238639141,0.05628648650228505,0.039649122144444514,0.006443492371125138,0.054374153861256797,0.12824902247541065,0.05532217893802931,0.025094012205235595,0.07707054381918972,0.0,0.08619927825436834,0.05624107449292395,0.0643294882944791,0.0774364765986089,0.030822452824733955,0.004027846155556523,0.0,0.02829833372919257
B2RXH8,0.045888720056202884,0.0007321956990195232,0.09371043306335441,0.12234205549546652,0.016441109957133253,0.04227236700210875,0.016737297398636646,0.027791716412402058,0.15830264434713234,0.048799127251980545,0.03169680394865187,0.06730399941312314,0.02951864237768036,0.05927953893924201,0.06502005882975692,0.09053678840047373,0.019908168956850204,0.046490459130267094,0.0,0.0,0.017227873320518037
B7ZW38,0.045740939734196226,0.008775994774678853,0.10015861737708008,0.11085759572929944,0.014268821331628254,0.04746812637128206,0.016341762639610652,0.02774542211355687,0.16508825869205254,0.05584688975709539,0.029570418033538784,0.056042431050829476,0.025049617351390874,0.05457372753917741,0.07155608713856523,0.08465685519358712,0.019914949940884406,0.04728561228729817,0.0,0.0,0.01905787294424791
B9A064,0.04654173792292703,0.009827982849346155,0.02751749248631807,0.08602455583764,0.011734885850378133,0.053019196515842804,0.01731511981039011,0.00010774761239283459,0.0862067168119842,0.09419804164610884,0.028358916162955033,0.0236009156438903,0.10065924035382251,0.07009418247387156,0.09538423772242097,0.09160913164199351,0.06866778591791176,0.04501102926503017,0.029518189407675786,0.0,0.014602894067100854
F6WE04,0.015111842926910767,0.004903472178232893,0.04812470802376376,0.13831433526377598,0.03280682727641186,0.024296932022046067,0.02710046211374004,0.02283837133581548,0.15122877334664195,0.06607124258592321,0.029499133980267423,0.062019581758745224,0.03514658325315065,0.06930796145399602,0.08730022291108774,0.07920401577315501,0.03101661434683099,0.02750199502317658,0.008546168735824415,0.0,0.03966075569050271
H0Y8K0,0.05520262361301204,0.007378582198697508,0.07346113870094104,0.09084138229446928,0.015113075409706788,0.04893566025039579,0.025031424133203268,0.01949420971869403,0.14492610001751827,0.03192842338349437,0.024215510610326008,0.05514704159163884,0.036441005312718835,0.06152673912440156,0.13574861364860086,0.06570969949990851,0.04426965814949914,0.026757294203664708,0.01928697451335884,0.0,0.01858484362574968
