,CG,CS,CP,CL,HL,CA,CE,CD,CK,CT,CR,HA,HE,CN,EV,CQ,CV,EL,HK,HV,HQ,EI,HR,HI,HS,ET,CH,CI,ES,CF,HD,EF,HT,EY,EA,HF,CY,CM,ER,EK,CC,EE,HN,HY,EQ,HG,HM,EG,HH,EC,HP,ED,HC,EN,CW,EH,EM,EW,HW,EP,CX,EX
A6ND36,0.07168894289185905,0.07533414337788578,0.10449574726609964,0.05224787363304982,0.01701093560145808,0.0583232077764277,0.05103280680437424,0.05589307411907655,0.03523693803159174,0.027946537059538274,0.053462940461725394,0.009720534629404616,0.018226002430133656,0.020656136087484813,0.02187120291616039,0.04860267314702309,0.03402187120291616,0.0036452004860267314,0.00850546780072904,0.010935601458080195,0.006075334143377886,0.007290400972053463,0.012150668286755772,0.006075334143377886,0.002430133657351154,0.002430133657351154,0.024301336573511544,0.02187120291616039,0.007290400972053463,0.013365735115431349,0.00850546780072904,0.004860267314702308,0.001215066828675577,0.004860267314702308,0.007290400972053463,0.009720534629404616,0.012150668286755772,0.010935601458080195,0.006075334143377886,0.004860267314702308,0.002430133657351154,0.002430133657351154,0.0,0.0036452004860267314,0.0,0.0036452004860267314,0.006075334143377886,0.001215066828675577,0.002430133657351154,0.001215066828675577,0.0,0.001215066828675577,0.002430133657351154,0.002430133657351154,0.010935601458080195,0.001215066828675577,0.0036452004860267314,0.0,0.002430133657351154,0.0,0.0,0.0
A6NE02,0.060669456066945605,0.0397489539748954,0.0397489539748954,0.029288702928870293,0.0794979079497908,0.06276150627615062,0.02301255230125523,0.029288702928870293,0.0041841004184100415,0.02092050209205021,0.03765690376569038,0.06485355648535565,0.02092050209205021,0.02092050209205021,0.03556485355648536,0.014644351464435146,0.02301255230125523,0.027196652719665274,0.006276150627615063,0.016736401673640166,0.029288702928870293,0.0041841004184100415,0.02510460251046025,0.0041841004184100415,0.012552301255230125,0.010460251046025104,0.010460251046025104,0.008368200836820083,0.012552301255230125,0.006276150627615063,0.010460251046025104,0.012552301255230125,0.0041841004184100415,0.0041841004184100415,0.012552301255230125,0.016736401673640166,0.010460251046025104,0.006276150627615063,0.014644351464435146,0.0041841004184100415,0.0,0.0,0.0,0.016736401673640166,0.012552301255230125,0.010460251046025104,0.0020920502092050207,0.0020920502092050207,0.01882845188284519,0.0,0.012552301255230125,0.0,0.006276150627615063,0.0020920502092050207,0.008368200836820083,0.010460251046025104,0.0,0.0041841004184100415,0.010460251046025104,0.006276150627615063,0.0,0.0
A6NHL2,0.04484304932735426,0.020179372197309416,0.02914798206278027,0.013452914798206279,0.053811659192825115,0.02466367713004484,0.020179372197309416,0.020179372197309416,0.013452914798206279,0.02242152466367713,0.026905829596412557,0.04708520179372197,0.04932735426008968,0.01569506726457399,0.01569506726457399,0.01569506726457399,0.03139013452914798,0.020179372197309416,0.013452914798206279,0.02914798206278027,0.020179372197309416,0.013452914798206279,0.02466367713004484,0.026905829596412557,0.03139013452914798,0.006726457399103139,0.01569506726457399,0.006726457399103139,0.013452914798206279,0.026905829596412557,0.02242152466367713,0.01569506726457399,0.033632286995515695,0.006726457399103139,0.008968609865470852,0.008968609865470852,0.008968609865470852,0.008968609865470852,0.008968609865470852,0.008968609865470852,0.006726457399103139,0.006726457399103139,0.01569506726457399,0.01569506726457399,0.0,0.013452914798206279,0.004484304932735426,0.006726457399103139,0.01569506726457399,0.01569506726457399,0.008968609865470852,0.006726457399103139,0.008968609865470852,0.002242152466367713,0.002242152466367713,0.004484304932735426,0.008968609865470852,0.0,0.006726457399103139,0.004484304932735426,0.0,0.0
A6NMY6,0.04424778761061947,0.04129793510324484,0.011799410029498525,0.011799410029498525,0.0855457227138643,0.0058997050147492625,0.011799410029498525,0.038348082595870206,0.038348082595870206,0.035398230088495575,0.02064896755162242,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.0029498525073746312,0.0029498525073746312,0.0058997050147492625,0.0,0.05604719764011799,0.05014749262536873,0.04129793510324484,0.0,0.035398230088495575,0.06489675516224189,0.035398230088495575,0.0,0.0058997050147492625,0.0029498525073746312,0.0,0.0029498525073746312,0.05309734513274336,0.0,0.017699115044247787,0.0,0.0,0.017699115044247787,0.0058997050147492625,0.0029498525073746312,0.0029498525073746312,0.0,0.0029498525073746312,0.0,0.02064896755162242,0.05014749262536873,0.0,0.011799410029498525,0.02359882005899705,0.0,0.0058997050147492625,0.0,0.008849557522123894,0.0,0.0058997050147492625,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.0,0.0,0.0
A8K2U0,0.04470426409903714,0.04126547455295736,0.04607977991746905,0.030261348005502064,0.026134800550206328,0.02269601100412655,0.024759284731774415,0.029573590096286108,0.023383768913342505,0.02269601100412655,0.012379642365887207,0.02063273727647868,0.009628610729023384,0.026134800550206328,0.05364511691884457,0.01925722145804677,0.014442916093535076,0.04264099037138927,0.008253094910591471,0.01031636863823934,0.013067400275103164,0.029573590096286108,0.005502063273727648,0.007565337001375516,0.0068775790921595595,0.035075653370013754,0.008940852819807428,0.007565337001375516,0.03576341127922971,0.011004126547455296,0.005502063273727648,0.027510316368638238,0.011691884456671253,0.021320495185694635,0.01925722145804677,0.007565337001375516,0.014442916093535076,0.01031636863823934,0.011004126547455296,0.02200825309491059,0.008940852819807428,0.021320495185694635,0.004814305364511692,0.0068775790921595595,0.024071526822558458,0.006189821182943604,0.005502063273727648,0.01581843191196699,0.0,0.0068775790921595595,0.005502063273727648,0.01031636863823934,0.001375515818431912,0.01031636863823934,0.0041265474552957355,0.007565337001375516,0.005502063273727648,0.004814305364511692,0.002751031636863824,0.0068775790921595595,0.0,0.0
A8MTL9,0.04316546762589928,0.02158273381294964,0.0,0.04316546762589928,0.02158273381294964,0.014388489208633094,0.02158273381294964,0.03597122302158273,0.02877697841726619,0.014388489208633094,0.007194244604316547,0.050359712230215826,0.007194244604316547,0.02877697841726619,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.02158273381294964,0.02158273381294964,0.03597122302158273,0.02158273381294964,0.007194244604316547,0.014388489208633094,0.02877697841726619,0.07194244604316546,0.014388489208633094,0.0,0.02877697841726619,0.0,0.02877697841726619,0.02877697841726619,0.007194244604316547,0.050359712230215826,0.0,0.007194244604316547,0.04316546762589928,0.02158273381294964,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.02877697841726619,0.007194244604316547,0.014388489208633094,0.02158273381294964,0.014388489208633094,0.014388489208633094,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0
B2RXH8,0.07167235494880546,0.09556313993174062,0.034129692832764506,0.04436860068259386,0.0,0.05460750853242321,0.08191126279863481,0.08191126279863481,0.09556313993174062,0.020477815699658702,0.03754266211604096,0.017064846416382253,0.006825938566552901,0.05802047781569966,0.017064846416382253,0.040955631399317405,0.04436860068259386,0.0034129692832764505,0.006825938566552901,0.006825938566552901,0.0,0.013651877133105802,0.0034129692832764505,0.0034129692832764505,0.006825938566552901,0.0,0.010238907849829351,0.020477815699658702,0.0034129692832764505,0.013651877133105802,0.0034129692832764505,0.010238907849829351,0.0,0.0034129692832764505,0.006825938566552901,0.0034129692832764505,0.020477815699658702,0.020477815699658702,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.006825938566552901,0.0034129692832764505,0.0,0.006825938566552901,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0
B7ZW38,0.07849829351535836,0.08873720136518772,0.030716723549488054,0.051194539249146756,0.0,0.051194539249146756,0.07508532423208192,0.08873720136518772,0.09897610921501707,0.020477815699658702,0.040955631399317405,0.017064846416382253,0.006825938566552901,0.051194539249146756,0.013651877133105802,0.03754266211604096,0.04778156996587031,0.0034129692832764505,0.006825938566552901,0.006825938566552901,0.0,0.013651877133105802,0.0034129692832764505,0.0034129692832764505,0.006825938566552901,0.0,0.010238907849829351,0.020477815699658702,0.0034129692832764505,0.010238907849829351,0.0034129692832764505,0.010238907849829351,0.0,0.0034129692832764505,0.006825938566552901,0.0034129692832764505,0.020477815699658702,0.020477815699658702,0.0034129692832764505,0.0,0.006825938566552901,0.0,0.0034129692832764505,0.0,0.006825938566552901,0.0034129692832764505,0.0,0.006825938566552901,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0
B9A064,0.08411214953271028,0.07009345794392523,0.09345794392523364,0.04672897196261682,0.004672897196261682,0.04672897196261682,0.02336448598130841,0.018691588785046728,0.028037383177570093,0.02336448598130841,0.0514018691588785,0.0,0.018691588785046728,0.018691588785046728,0.04672897196261682,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.004672897196261682,0.0,0.009345794392523364,0.004672897196261682,0.0,0.0,0.004672897196261682,0.04672897196261682,0.009345794392523364,0.0,0.037383177570093455,0.004672897196261682,0.0,0.014018691588785047,0.004672897196261682,0.02336448598130841,0.02336448598130841,0.0,0.0,0.014018691588785047,0.0,0.018691588785046728,0.014018691588785047,0.009345794392523364,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.014018691588785047,0.009345794392523364,0.004672897196261682,0.0,0.0,0.018691588785046728,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.004672897196261682,0.0,0.0
F6WE04,0.02909090909090909,0.04,0.01818181818181818,0.01818181818181818,0.10727272727272727,0.0036363636363636364,0.014545454545454545,0.012727272727272728,0.02909090909090909,0.01090909090909091,0.007272727272727273,0.06363636363636363,0.07272727272727272,0.025454545454545455,0.0,0.014545454545454545,0.016363636363636365,0.0,0.045454545454545456,0.025454545454545455,0.025454545454545455,0.0,0.03636363636363636,0.04181818181818182,0.03636363636363636,0.0,0.01090909090909091,0.005454545454545455,0.0,0.01090909090909091,0.01818181818181818,0.0,0.03090909090909091,0.0,0.0,0.04,0.014545454545454545,0.007272727272727273,0.0,0.0,0.0036363636363636364,0.0,0.016363636363636365,0.034545454545454546,0.0,0.025454545454545455,0.03272727272727273,0.0,0.012727272727272728,0.0,0.01090909090909091,0.0,0.02,0.0,0.0036363636363636364,0.0,0.0,0.0,0.007272727272727273,0.0,0.0,0.0
H0Y8K0,0.06550218340611354,0.05021834061135371,0.017467248908296942,0.017467248908296942,0.024017467248908297,0.05021834061135371,0.015283842794759825,0.028384279475982533,0.024017467248908297,0.021834061135371178,0.03056768558951965,0.04585152838427948,0.028384279475982533,0.017467248908296942,0.043668122270742356,0.006550218340611353,0.013100436681222707,0.026200873362445413,0.039301310043668124,0.017467248908296942,0.026200873362445413,0.026200873362445413,0.028384279475982533,0.019650655021834062,0.006550218340611353,0.015283842794759825,0.008733624454148471,0.006550218340611353,0.006550218340611353,0.010917030567685589,0.017467248908296942,0.006550218340611353,0.024017467248908297,0.006550218340611353,0.015283842794759825,0.010917030567685589,0.008733624454148471,0.006550218340611353,0.006550218340611353,0.013100436681222707,0.002183406113537118,0.013100436681222707,0.010917030567685589,0.004366812227074236,0.004366812227074236,0.013100436681222707,0.013100436681222707,0.002183406113537118,0.002183406113537118,0.002183406113537118,0.021834061135371178,0.008733624454148471,0.006550218340611353,0.013100436681222707,0.008733624454148471,0.004366812227074236,0.006550218340611353,0.002183406113537118,0.004366812227074236,0.002183406113537118,0.0,0.0
O00294,0.06457564575645756,0.04797047970479705,0.09040590405904059,0.04428044280442804,0.007380073800738007,0.07011070110701106,0.09778597785977859,0.04981549815498155,0.0940959409594096,0.03136531365313653,0.07380073800738007,0.00922509225092251,0.0018450184501845018,0.023985239852398525,0.02029520295202952,0.01845018450184502,0.02029520295202952,0.02214022140221402,0.0,0.0036900369003690036,0.0036900369003690036,0.014760147601476014,0.0036900369003690036,0.0018450184501845018,0.005535055350553505,0.01107011070110701,0.0018450184501845018,0.007380073800738007,0.007380073800738007,0.01107011070110701,0.0,0.014760147601476014,0.0,0.007380073800738007,0.01107011070110701,0.0036900369003690036,0.01107011070110701,0.01107011070110701,0.02029520295202952,0.0036900369003690036,0.005535055350553505,0.005535055350553505,0.0,0.0,0.007380073800738007,0.0,0.0,0.005535055350553505,0.0,0.0018450184501845018,0.0,0.005535055350553505,0.0,0.00922509225092251,0.0018450184501845018,0.005535055350553505,0.0018450184501845018,0.0018450184501845018,0.0018450184501845018,0.0036900369003690036,0.0,0.0
O00299,0.04149377593360996,0.02074688796680498,0.03734439834024896,0.024896265560165973,0.08713692946058091,0.03319502074688797,0.03734439834024896,0.029045643153526972,0.024896265560165973,0.03319502074688797,0.02074688796680498,0.04979253112033195,0.04979253112033195,0.02074688796680498,0.02074688796680498,0.016597510373443983,0.012448132780082987,0.012448132780082987,0.04564315352697095,0.03734439834024896,0.016597510373443983,0.0,0.016597510373443983,0.02074688796680498,0.02074688796680498,0.012448132780082987,0.0,0.008298755186721992,0.0,0.012448132780082987,0.02074688796680498,0.012448132780082987,0.016597510373443983,0.004149377593360996,0.0,0.024896265560165973,0.004149377593360996,0.004149377593360996,0.0,0.004149377593360996,0.016597510373443983,0.008298755186721992,0.029045643153526972,0.024896265560165973,0.0,0.012448132780082987,0.004149377593360996,0.0,0.008298755186721992,0.0,0.02074688796680498,0.0,0.008298755186721992,0.004149377593360996,0.0,0.004149377593360996,0.0,0.0,0.004149377593360996,0.0,0.0,0.0
O00391,0.05756358768406961,0.041499330655957165,0.06157965194109773,0.05488621151271754,0.0428380187416332,0.06559571619812583,0.040160642570281124,0.020080321285140562,0.02677376171352075,0.022757697456492636,0.041499330655957165,0.04685408299866131,0.01740294511378849,0.025435073627844713,0.012048192771084338,0.02677376171352075,0.02677376171352075,0.013386880856760375,0.014725568942436412,0.029451137884872823,0.008032128514056224,0.006693440428380187,0.022757697456492636,0.009370816599732263,0.020080321285140562,0.002677376171352075,0.01740294511378849,0.006693440428380187,0.004016064257028112,0.018741633199464525,0.013386880856760375,0.009370816599732263,0.009370816599732263,0.00535475234270415,0.009370816599732263,0.020080321285140562,0.00535475234270415,0.012048192771084338,0.006693440428380187,0.002677376171352075,0.009370816599732263,0.002677376171352075,0.0107095046854083,0.012048192771084338,0.0,0.009370816599732263,0.002677376171352075,0.0,0.0107095046854083,0.0013386880856760374,0.006693440428380187,0.0013386880856760374,0.008032128514056224,0.0,0.012048192771084338,0.0,0.0,0.002677376171352075,0.008032128514056224,0.004016064257028112,0.0,0.0
O00443,0.03262158956109134,0.06227758007117438,0.0468564650059312,0.04922894424673784,0.045670225385527875,0.02965599051008304,0.03262158956109134,0.03499406880189798,0.036773428232502965,0.037366548042704624,0.02491103202846975,0.02372479240806643,0.022538552787663108,0.029062870699881376,0.018979833926453145,0.027876631079478055,0.021352313167259787,0.021945432977461446,0.023131672597864767,0.021352313167259787,0.017793594306049824,0.013048635824436536,0.014234875444839857,0.020759193357058125,0.01720047449584816,0.012455516014234875,0.013048635824436536,0.017793594306049824,0.00830367734282325,0.02372479240806643,0.014234875444839857,0.010083036773428233,0.009489916963226572,0.008896797153024912,0.0035587188612099642,0.012455516014234875,0.011862396204033215,0.005338078291814947,0.005931198102016607,0.012455516014234875,0.005338078291814947,0.004744958481613286,0.011862396204033215,0.010676156583629894,0.004151838671411625,0.005338078291814947,0.005931198102016607,0.006524317912218268,0.005931198102016607,0.004151838671411625,0.0035587188612099642,0.0035587188612099642,0.0071174377224199285,0.0029655990510083037,0.005338078291814947,0.0035587188612099642,0.005931198102016607,0.0011862396204033216,0.004744958481613286,0.0017793594306049821,0.0,0.0
O14556,0.04656862745098039,0.03676470588235294,0.09068627450980392,0.01715686274509804,0.01715686274509804,0.041666666666666664,0.029411764705882353,0.0392156862745098,0.03431372549019608,0.03431372549019608,0.022058823529411766,0.03676470588235294,0.012254901960784314,0.02696078431372549,0.058823529411764705,0.01715686274509804,0.029411764705882353,0.0196078431372549,0.01715686274509804,0.022058823529411766,0.007352941176470588,0.022058823529411766,0.0196078431372549,0.014705882352941176,0.00980392156862745,0.014705882352941176,0.007352941176470588,0.014705882352941176,0.01715686274509804,0.007352941176470588,0.004901960784313725,0.012254901960784314,0.007352941176470588,0.00980392156862745,0.00980392156862745,0.007352941176470588,0.012254901960784314,0.00980392156862745,0.00980392156862745,0.004901960784313725,0.004901960784313725,0.00980392156862745,0.004901960784313725,0.014705882352941176,0.004901960784313725,0.00980392156862745,0.00980392156862745,0.007352941176470588,0.00980392156862745,0.0024509803921568627,0.00980392156862745,0.004901960784313725,0.007352941176470588,0.004901960784313725,0.0024509803921568627,0.004901960784313725,0.00980392156862745,0.0024509803921568627,0.0024509803921568627,0.0,0.0,0.0
O14734,0.0438871473354232,0.04075235109717868,0.05956112852664577,0.034482758620689655,0.025078369905956112,0.018808777429467086,0.0219435736677116,0.03761755485893417,0.018808777429467086,0.003134796238244514,0.025078369905956112,0.034482758620689655,0.009404388714733543,0.006269592476489028,0.03761755485893417,0.034482758620689655,0.034482758620689655,0.03134796238244514,0.009404388714733543,0.01567398119122257,0.01567398119122257,0.01567398119122257,0.009404388714733543,0.012539184952978056,0.006269592476489028,0.009404388714733543,0.018808777429467086,0.003134796238244514,0.0219435736677116,0.009404388714733543,0.006269592476489028,0.025078369905956112,0.012539184952978056,0.009404388714733543,0.018808777429467086,0.003134796238244514,0.009404388714733543,0.012539184952978056,0.02821316614420063,0.009404388714733543,0.003134796238244514,0.018808777429467086,0.006269592476489028,0.009404388714733543,0.0219435736677116,0.012539184952978056,0.006269592476489028,0.012539184952978056,0.006269592476489028,0.012539184952978056,0.012539184952978056,0.006269592476489028,0.009404388714733543,0.0,0.006269592476489028,0.018808777429467086,0.012539184952978056,0.01567398119122257,0.0,0.009404388714733543,0.0,0.0
O14791,0.03015075376884422,0.032663316582914576,0.022613065326633167,0.022613065326633167,0.10301507537688442,0.032663316582914576,0.035175879396984924,0.017587939698492462,0.01507537688442211,0.020100502512562814,0.01507537688442211,0.05778894472361809,0.05025125628140704,0.010050251256281407,0.0,0.01507537688442211,0.02512562814070352,0.0,0.04773869346733668,0.04522613065326633,0.02512562814070352,0.0,0.03768844221105527,0.04020100502512563,0.04020100502512563,0.0,0.005025125628140704,0.007537688442211055,0.0,0.005025125628140704,0.03015075376884422,0.0,0.02763819095477387,0.0,0.0,0.022613065326633167,0.0,0.007537688442211055,0.0,0.0,0.002512562814070352,0.0,0.03768844221105527,0.017587939698492462,0.0,0.04271356783919598,0.01507537688442211,0.0,0.010050251256281407,0.0,0.010050251256281407,0.0,0.0,0.0,0.007537688442211055,0.0,0.0,0.0,0.010050251256281407,0.0,0.0,0.0
O15217,0.03153153153153153,0.013513513513513514,0.04504504504504504,0.03153153153153153,0.0945945945945946,0.013513513513513514,0.013513513513513514,0.018018018018018018,0.02252252252252252,0.0045045045045045045,0.013513513513513514,0.036036036036036036,0.04954954954954955,0.03153153153153153,0.009009009009009009,0.02702702702702703,0.013513513513513514,0.009009009009009009,0.04504504504504504,0.04504504504504504,0.02702702702702703,0.0045045045045045045,0.036036036036036036,0.05855855855855856,0.018018018018018018,0.0,0.013513513513513514,0.009009009009009009,0.0,0.02252252252252252,0.02252252252252252,0.0045045045045045045,0.03153153153153153,0.0,0.0,0.02702702702702703,0.0045045045045045045,0.0045045045045045045,0.0,0.009009009009009009,0.0,0.013513513513513514,0.009009009009009009,0.03153153153153153,0.0,0.013513513513513514,0.018018018018018018,0.0045045045045045045,0.009009009009009009,0.0,0.018018018018018018,0.0045045045045045045,0.0,0.0,0.0,0.0045045045045045045,0.009009009009009009,0.0,0.0045045045045045045,0.0,0.0,0.0
O43866,0.0893371757925072,0.043227665706051875,0.043227665706051875,0.0345821325648415,0.01440922190201729,0.02881844380403458,0.05187319884726225,0.05187319884726225,0.023054755043227664,0.020172910662824207,0.025936599423631124,0.011527377521613832,0.011527377521613832,0.020172910662824207,0.05763688760806916,0.023054755043227664,0.008645533141210375,0.02881844380403458,0.01440922190201729,0.01729106628242075,0.01729106628242075,0.011527377521613832,0.008645533141210375,0.002881844380403458,0.0,0.01440922190201729,0.023054755043227664,0.008645533141210375,0.02881844380403458,0.020172910662824207,0.008645533141210375,0.0,0.002881844380403458,0.002881844380403458,0.008645533141210375,0.0,0.011527377521613832,0.002881844380403458,0.023054755043227664,0.008645533141210375,0.043227665706051875,0.01440922190201729,0.0,0.0,0.01440922190201729,0.0,0.0,0.023054755043227664,0.0,0.023054755043227664,0.0,0.002881844380403458,0.011527377521613832,0.002881844380403458,0.01440922190201729,0.005763688760806916,0.002881844380403458,0.01729106628242075,0.0,0.0,0.0,0.0
O60307,0.06875477463712758,0.11688311688311688,0.08021390374331551,0.06340718105423988,0.029029793735676088,0.05118411000763942,0.04583651642475172,0.03896103896103896,0.025974025974025976,0.0374331550802139,0.07333842627960276,0.016042780748663103,0.02291825821237586,0.012223071046600458,0.007639419404125287,0.01757066462948816,0.02826585179526356,0.007639419404125287,0.006875477463712758,0.016042780748663103,0.01145912910618793,0.01145912910618793,0.0106951871657754,0.008403361344537815,0.0030557677616501145,0.0038197097020626434,0.015278838808250574,0.014514896867838044,0.0053475935828877,0.019098548510313215,0.009167303284950344,0.004583651642475172,0.0053475935828877,0.0015278838808250573,0.0030557677616501145,0.01145912910618793,0.009931245225362872,0.007639419404125287,0.0038197097020626434,0.0030557677616501145,0.006875477463712758,0.0038197097020626434,0.0053475935828877,0.006111535523300229,0.0,0.006111535523300229,0.006875477463712758,0.0015278838808250573,0.007639419404125287,0.0015278838808250573,0.008403361344537815,0.0,0.002291825821237586,0.0015278838808250573,0.0030557677616501145,0.004583651642475172,0.002291825821237586,0.0007639419404125286,0.002291825821237586,0.0,0.0,0.0
O60641,0.06284454244762955,0.10363836824696802,0.11025358324145534,0.05733186328555678,0.019845644983461964,0.14332965821389196,0.03197353914002205,0.04630650496141125,0.030871003307607496,0.0804851157662624,0.008820286659316428,0.016538037486218304,0.005512679162072767,0.026460859977949284,0.0,0.025358324145534728,0.044101433296582136,0.0,0.011025358324145534,0.011025358324145534,0.006615214994487321,0.0,0.007717750826901874,0.011025358324145534,0.0033076074972436605,0.0,0.004410143329658214,0.012127894156560088,0.0,0.03528114663726571,0.006615214994487321,0.0,0.005512679162072767,0.0,0.0,0.009922822491730982,0.0033076074972436605,0.024255788313120176,0.0,0.0,0.002205071664829107,0.0,0.002205071664829107,0.006615214994487321,0.0,0.0033076074972436605,0.004410143329658214,0.0,0.004410143329658214,0.0,0.0033076074972436605,0.0,0.002205071664829107,0.0,0.004410143329658214,0.0,0.0,0.0,0.0011025358324145535,0.0,0.0,0.0
O60664,0.020737327188940093,0.020737327188940093,0.027649769585253458,0.016129032258064516,0.07834101382488479,0.013824884792626729,0.018433179723502304,0.01152073732718894,0.01152073732718894,0.01152073732718894,0.0,0.08755760368663594,0.059907834101382486,0.002304147465437788,0.0,0.016129032258064516,0.016129032258064516,0.0,0.04377880184331797,0.07834101382488479,0.08064516129032258,0.0,0.04377880184331797,0.020737327188940093,0.08525345622119816,0.0,0.002304147465437788,0.004608294930875576,0.0,0.004608294930875576,0.03686635944700461,0.0,0.05069124423963134,0.0,0.0,0.009216589861751152,0.002304147465437788,0.004608294930875576,0.0,0.0,0.0,0.0,0.009216589861751152,0.01152073732718894,0.0,0.03456221198156682,0.018433179723502304,0.0,0.016129032258064516,0.0,0.013824884792626729,0.0,0.0069124423963133645,0.0,0.0,0.0,0.0,0.0,0.009216589861751152,0.0,0.0,0.0
O60812,0.07167235494880546,0.09556313993174062,0.034129692832764506,0.04778156996587031,0.0,0.051194539249146756,0.08873720136518772,0.09215017064846416,0.09556313993174062,0.020477815699658702,0.03754266211604096,0.017064846416382253,0.006825938566552901,0.04436860068259386,0.013651877133105802,0.040955631399317405,0.04778156996587031,0.0034129692832764505,0.006825938566552901,0.006825938566552901,0.0,0.013651877133105802,0.0034129692832764505,0.0034129692832764505,0.006825938566552901,0.0,0.006825938566552901,0.017064846416382253,0.0034129692832764505,0.013651877133105802,0.0034129692832764505,0.010238907849829351,0.0,0.0034129692832764505,0.006825938566552901,0.0034129692832764505,0.020477815699658702,0.023890784982935155,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.006825938566552901,0.0034129692832764505,0.0,0.006825938566552901,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0
O60814,0.031746031746031744,0.05555555555555555,0.047619047619047616,0.007936507936507936,0.03968253968253968,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.1111111111111111,0.03968253968253968,0.031746031746031744,0.06349206349206349,0.03968253968253968,0.007936507936507936,0.0,0.007936507936507936,0.007936507936507936,0.0,0.047619047619047616,0.06349206349206349,0.015873015873015872,0.0,0.031746031746031744,0.031746031746031744,0.047619047619047616,0.0,0.007936507936507936,0.015873015873015872,0.0,0.0,0.007936507936507936,0.0,0.023809523809523808,0.0,0.0,0.015873015873015872,0.007936507936507936,0.007936507936507936,0.0,0.0,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.023809523809523808,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75157,0.08461538461538462,0.12051282051282051,0.1371794871794872,0.06794871794871794,0.001282051282051282,0.11538461538461539,0.035897435897435895,0.03461538461538462,0.019230769230769232,0.0641025641025641,0.02435897435897436,0.001282051282051282,0.002564102564102564,0.023076923076923078,0.001282051282051282,0.08974358974358974,0.0782051282051282,0.0,0.0,0.0,0.0,0.001282051282051282,0.001282051282051282,0.0,0.001282051282051282,0.001282051282051282,0.014102564102564103,0.017948717948717947,0.0,0.014102564102564103,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.007692307692307693,0.017948717948717947,0.001282051282051282,0.001282051282051282,0.007692307692307693,0.002564102564102564,0.001282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.001282051282051282,0.0,0.0,0.0,0.0,0.001282051282051282,0.0,0.001282051282051282,0.001282051282051282,0.0,0.0,0.0,0.0
O75161,0.0546984572230014,0.06521739130434782,0.06451612903225806,0.0455820476858345,0.014726507713884993,0.03716690042075736,0.030855539971949508,0.0273492286115007,0.016129032258064516,0.023842917251051893,0.0364656381486676,0.011220196353436185,0.012622720897615708,0.01753155680224404,0.052594670406732116,0.033660589060308554,0.03225806451612903,0.04908835904628331,0.0035063113604488078,0.004908835904628331,0.006311360448807854,0.018934081346423562,0.0070126227208976155,0.0035063113604488078,0.004908835904628331,0.025946704067321177,0.020336605890603085,0.007713884992987377,0.014726507713884993,0.007713884992987377,0.0035063113604488078,0.03155680224403927,0.0021037868162692847,0.011220196353436185,0.021037868162692847,0.004908835904628331,0.002805049088359046,0.008415147265077139,0.02314165497896213,0.016129032258064516,0.005610098176718092,0.015427769985974754,0.0,0.001402524544179523,0.019635343618513323,0.001402524544179523,0.0021037868162692847,0.010518934081346423,0.004207573632538569,0.0091164095371669,0.004207573632538569,0.007713884992987377,0.0007012622720897616,0.004207573632538569,0.0035063113604488078,0.014726507713884993,0.0035063113604488078,0.004908835904628331,0.001402524544179523,0.009817671809256662,0.0,0.0
