,CG,CS,CP,CL,HL,CA,CE,CD,CK,CT,CR,HA,HE,CN,EV,CQ,CV,EL,HK,HV,HQ,EI,HR,HI,HS,ET,CH,CI,ES,CF,HD,EF,HT,EY,EA,HF,CY,CM,ER,EK,CC,EE,HN,HY,EQ,HG,HM,EG,HH,EC,HP,ED,HC,EN,CW,EH,EM,EW,HW,EP,CX,EX
A0A0A0MT36,0.043859649122807015,0.13157894736842105,0.07017543859649122,0.05263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.017543859649122806,0.02631578947368421,0.017543859649122806,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.02631578947368421,0.03508771929824561,0.017543859649122806,0.043859649122807015,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.043859649122807015,0.0,0.03508771929824561,0.05263157894736842,0.008771929824561403,0.008771929824561403,0.02631578947368421,0.0,0.03508771929824561,0.02631578947368421,0.0,0.0,0.008771929824561403,0.008771929824561403,0.017543859649122806,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.008771929824561403,0.0,0.0,0.008771929824561403,0.017543859649122806,0.0,0.008771929824561403,0.0,0.0,0.0,0.0
A0A0A0MT89,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0B4J1V0,0.10084033613445378,0.04201680672268908,0.01680672268907563,0.04201680672268908,0.0,0.04201680672268908,0.01680672268907563,0.01680672268907563,0.058823529411764705,0.04201680672268908,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.04201680672268908,0.008403361344537815,0.01680672268907563,0.05042016806722689,0.0,0.008403361344537815,0.0,0.01680672268907563,0.0,0.0,0.0,0.03361344537815126,0.0,0.01680672268907563,0.05042016806722689,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.025210084033613446,0.0,0.008403361344537815,0.008403361344537815,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.0,0.0,0.025210084033613446,0.0,0.0,0.01680672268907563,0.0,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.0,0.0,0.008403361344537815,0.0,0.01680672268907563,0.025210084033613446,0.0,0.0,0.0,0.0
A0A0B4J1V1,0.08547008547008547,0.06837606837606838,0.017094017094017096,0.05128205128205128,0.0,0.03418803418803419,0.02564102564102564,0.0,0.03418803418803419,0.017094017094017096,0.03418803418803419,0.008547008547008548,0.008547008547008548,0.02564102564102564,0.042735042735042736,0.008547008547008548,0.03418803418803419,0.05128205128205128,0.0,0.008547008547008548,0.0,0.02564102564102564,0.0,0.0,0.008547008547008548,0.008547008547008548,0.0,0.008547008547008548,0.07692307692307693,0.02564102564102564,0.017094017094017096,0.008547008547008548,0.0,0.042735042735042736,0.03418803418803419,0.0,0.017094017094017096,0.008547008547008548,0.02564102564102564,0.0,0.008547008547008548,0.017094017094017096,0.0,0.0,0.02564102564102564,0.0,0.0,0.008547008547008548,0.0,0.017094017094017096,0.0,0.008547008547008548,0.0,0.008547008547008548,0.008547008547008548,0.0,0.017094017094017096,0.017094017094017096,0.0,0.0,0.0,0.0
A0A0B4J1V2,0.025210084033613446,0.07563025210084033,0.04201680672268908,0.06722689075630252,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.025210084033613446,0.03361344537815126,0.07563025210084033,0.01680672268907563,0.0,0.0,0.025210084033613446,0.05042016806722689,0.01680672268907563,0.01680672268907563,0.058823529411764705,0.008403361344537815,0.008403361344537815,0.0,0.025210084033613446,0.0,0.0,0.008403361344537815,0.058823529411764705,0.0,0.008403361344537815,0.04201680672268908,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.025210084033613446,0.0,0.008403361344537815,0.025210084033613446,0.01680672268907563,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.0,0.0,0.008403361344537815,0.0,0.0,0.008403361344537815,0.0,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.0,0.0,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.0,0.0,0.0,0.0
A0A0B4J1V6,0.09243697478991597,0.07563025210084033,0.008403361344537815,0.04201680672268908,0.0,0.04201680672268908,0.01680672268907563,0.008403361344537815,0.05042016806722689,0.01680672268907563,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.04201680672268908,0.01680672268907563,0.03361344537815126,0.04201680672268908,0.0,0.008403361344537815,0.0,0.01680672268907563,0.0,0.0,0.008403361344537815,0.03361344537815126,0.0,0.008403361344537815,0.03361344537815126,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.05042016806722689,0.0,0.01680672268907563,0.008403361344537815,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.0,0.0,0.025210084033613446,0.0,0.0,0.01680672268907563,0.0,0.01680672268907563,0.0,0.008403361344537815,0.0,0.0,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.0,0.0,0.0,0.0
A0A0B4J1X5,0.09401709401709402,0.05982905982905983,0.017094017094017096,0.042735042735042736,0.0,0.03418803418803419,0.017094017094017096,0.008547008547008548,0.03418803418803419,0.017094017094017096,0.02564102564102564,0.008547008547008548,0.008547008547008548,0.03418803418803419,0.05128205128205128,0.017094017094017096,0.03418803418803419,0.05128205128205128,0.0,0.008547008547008548,0.0,0.017094017094017096,0.0,0.0,0.008547008547008548,0.02564102564102564,0.0,0.008547008547008548,0.05982905982905983,0.03418803418803419,0.017094017094017096,0.008547008547008548,0.0,0.03418803418803419,0.03418803418803419,0.0,0.008547008547008548,0.008547008547008548,0.03418803418803419,0.0,0.008547008547008548,0.008547008547008548,0.0,0.0,0.02564102564102564,0.0,0.0,0.008547008547008548,0.0,0.017094017094017096,0.0,0.008547008547008548,0.0,0.0,0.008547008547008548,0.008547008547008548,0.017094017094017096,0.02564102564102564,0.0,0.0,0.0,0.0
A0A0B4J1Y8,0.0975609756097561,0.07317073170731707,0.056910569105691054,0.08130081300813008,0.0,0.024390243902439025,0.008130081300813009,0.016260162601626018,0.016260162601626018,0.024390243902439025,0.016260162601626018,0.0,0.016260162601626018,0.016260162601626018,0.04878048780487805,0.024390243902439025,0.016260162601626018,0.04065040650406504,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.04065040650406504,0.008130081300813009,0.024390243902439025,0.056910569105691054,0.0,0.008130081300813009,0.024390243902439025,0.0,0.024390243902439025,0.024390243902439025,0.0,0.016260162601626018,0.008130081300813009,0.024390243902439025,0.016260162601626018,0.0,0.0,0.0,0.0,0.016260162601626018,0.0,0.0,0.032520325203252036,0.0,0.016260162601626018,0.0,0.024390243902439025,0.0,0.016260162601626018,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.0,0.0,0.0,0.0
A0A0B4J1Y9,0.08403361344537816,0.05042016806722689,0.01680672268907563,0.04201680672268908,0.0,0.025210084033613446,0.01680672268907563,0.01680672268907563,0.04201680672268908,0.01680672268907563,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.03361344537815126,0.04201680672268908,0.025210084033613446,0.04201680672268908,0.05042016806722689,0.0,0.008403361344537815,0.0,0.008403361344537815,0.0,0.0,0.008403361344537815,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.04201680672268908,0.03361344537815126,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.04201680672268908,0.03361344537815126,0.0,0.008403361344537815,0.008403361344537815,0.04201680672268908,0.0,0.008403361344537815,0.025210084033613446,0.0,0.0,0.025210084033613446,0.0,0.0,0.01680672268907563,0.0,0.01680672268907563,0.0,0.01680672268907563,0.0,0.0,0.008403361344537815,0.0,0.01680672268907563,0.01680672268907563,0.0,0.0,0.0,0.0
A0A0B4J2D9,0.05982905982905983,0.08547008547008547,0.05982905982905983,0.07692307692307693,0.0,0.03418803418803419,0.008547008547008548,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.03418803418803419,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.017094017094017096,0.05128205128205128,0.0,0.017094017094017096,0.05128205128205128,0.008547008547008548,0.008547008547008548,0.02564102564102564,0.0,0.03418803418803419,0.042735042735042736,0.0,0.008547008547008548,0.017094017094017096,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.017094017094017096,0.0,0.017094017094017096,0.008547008547008548,0.017094017094017096,0.0,0.0,0.008547008547008548,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0
